file_name,functionVerified,function_name,function_line,error
 src/tee/tee.c, main, main , 96 ,dereference failure: array bounds violated
 runtime/tools/ccfilter.c, main, main , 131 ,dereference failure: array bounds violated
 runtime/doc/doctags.c, main, main , 34 ,dereference failure: array bounds violated
