file_name,functionVerified,function_name,function_line,error
 external/assimp-3.0.1270/contrib/unzip/unzip.c, unzeof, unzeof , 1420 ,dereference failure: invalid pointer
 external/assimp-3.0.1270/contrib/unzip/unzip.c, unzlocal_getLong, unzlocal_getLong , 255 ,dereference failure: invalid pointer
 external/assimp-3.0.1270/contrib/unzip/unzip.c, unztell, unztell , 1400 ,dereference failure: invalid pointer
 external/glfw-3.1.2/deps/getopt.c, getopt, getopt , 71 ,dereference failure: invalid pointer
 external/glfw-3.1.2/deps/getopt.c, getopt_long, strlen , 78 ,dereference failure: invalid pointer
 external/glfw-3.1.2/deps/tinycthread.c, _thrd_wrapper_function, _thrd_wrapper_function , 347 function _thrd_wrapper_,dereference failure: invalid pointer
 external/glfw-3.1.2/deps/tinycthread.c, cnd_broadcast, pthread_cond_signal , 28 ,dereference failure: invalid pointer
 external/glfw-3.1.2/deps/tinycthread.c, cnd_wait, do_pthread_cond_wait , 25 ,dereference failure: invalid pointer
 external/glfw-3.1.2/deps/tinycthread.c, mtx_trylock, pthread_mutex_trylock , 380 ,dereference failure: invalid pointer
 external/glfw-3.1.2/deps/tinycthread.c, thrd_create, _thrd_wrapper_function , 340 function _thrd_wrapper_,dereference failure: invalidated dynamic object
 external/glfw-3.1.2/deps/tinycthread.c, thrd_join, pthread_join_noswitch , 269 ,array bounds violated: array `__ESBMC_pthread_thread_ended' lower bound
 external/glfw-3.1.2/deps/tinycthread.c, thrd_sleep, thrd_sleep , 488 ,dereference failure: invalid pointer
 external/glfw-3.1.2/deps/tinycthread.c, tss_create, pthread_key_create , 630 ,dereference failure: invalid pointer
